drug,metabolite,drug_name,metabolite_name,chembl_id,uniprot_id,bioactivity_type,bioactivity_drug,bioactivity_metabolite,relation_drug,relation_metabolite,source_drug,source_metabolite,source_lagom,logp_drug,logp_metabolite,tpsa_drug,tpsa_metabolite,logd_drug,logd_metabolite,target_classification,template r=0,subset
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,SEPROXETINE,CHEMBL238,Q01959,pKi,5.37,5.72,=,=,Both,BindingDB,Both,4.44,4.17,21.26,35.25,3.277,3.168,transporter  electrochemical  slc  slc06,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
COC(=O)C=CC(=O)OC,COC(=O)C=CC(=O)O,DIMETHYL MALEATE,MONOMETHYL FUMARATE,CHEMBL3785,Q8TDS4,pIC50,6.89,9.02,=,=,ChEMBL,ChEMBL,DrugBank,-0.11,-0.2,52.6,63.6,0.869,0.669,membrane receptor  7tm1  smallmol  carboxylic acid  hydroxycarboxylic acid receptor,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM+ set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,Clc1cccc(N2CCNCC2)c1,ETOPERIDONE,CHLOROPHENYLPIPERAZINE,CHEMBL217,P14416,pKi,5.64,5.0,=,<,BindingDB,Both,Both,2.49,1.75,46.3,15.27,3.236,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,Clc1cccc(N2CCNCC2)c1,ETOPERIDONE,CHLOROPHENYLPIPERAZINE,CHEMBL222,P23975,pKi,5.0,5.54,<,=,BindingDB,BindingDB,Both,2.49,1.75,46.3,15.27,3.236,1.84,transporter  electrochemical  slc  slc06,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,Clc1cccc(N2CCNCC2)c1,ETOPERIDONE,CHLOROPHENYLPIPERAZINE,CHEMBL225,P28335,pKi,7.44,7.55,=,=,BindingDB,Both,Both,2.49,1.75,46.3,15.27,3.236,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C>>[NH;D2;+0:1],DM+ set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,Clc1cccc(N2CCNCC2)c1,ETOPERIDONE,CHLOROPHENYLPIPERAZINE,CHEMBL228,P31645,pKi,6.05,6.55,=,=,BindingDB,Both,Both,2.49,1.75,46.3,15.27,3.236,1.84,transporter  electrochemical  slc  slc06,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,Clc1cccc(N2CCNCC2)c1,ETOPERIDONE,CHLOROPHENYLPIPERAZINE,CHEMBL229,P35348,pKi,7.42,7.01,=,=,BindingDB,BindingDB,Both,2.49,1.75,46.3,15.27,3.236,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C>>[NH;D2;+0:1],DM+ set
CCCCCC=CCC=CCC=CCCCCC(=O)O,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,GAMOLENIC ACID,DIHOMO-GAMMA-LINOLENIC ACID,CHEMBL235,P37231,pIC50,5.66,5.62,=,=,Both,Both,DrugBank,5.66,6.44,37.3,37.3,3.526,3.796,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,[CH2;D2;+0:1]-[CH;D2;+0:2]=[CH;D2;+0:3]>>[CH2;D2;+0:1].[CH2;D2;+0:2]-[CH2;D2;+0:3],DM- set
CCCCCC=CCC=CCC=CCCCCC(=O)O,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,GAMOLENIC ACID,DIHOMO-GAMMA-LINOLENIC ACID,CHEMBL3979,Q03181,pIC50,6.12,5.37,=,=,ChEMBL,ChEMBL,DrugBank,5.66,6.44,37.3,37.3,3.526,3.796,transcription factor  nuclear receptor  nr1  nr1c  nr1c2,[CH2;D2;+0:1]-[CH;D2;+0:2]=[CH;D2;+0:3]>>[CH2;D2;+0:1].[CH2;D2;+0:2]-[CH2;D2;+0:3],DM- set
CCCCCC=CCC=CCC=CCCCCC(=O)O,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,GAMOLENIC ACID,DIHOMO-GAMMA-LINOLENIC ACID,CHEMBL239,Q07869,pIC50,6.57,5.85,=,=,ChEMBL,ChEMBL,DrugBank,5.66,6.44,37.3,37.3,3.526,3.796,transcription factor  nuclear receptor  nr1  nr1c  nr1c1,[CH2;D2;+0:1]-[CH;D2;+0:2]=[CH;D2;+0:3]>>[CH2;D2;+0:1].[CH2;D2;+0:2]-[CH2;D2;+0:3],DM- set
CCCCCC=CCC=CCC=CCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,DIHOMO-GAMMA-LINOLENIC ACID,ARACHIDONIC ACID,CHEMBL235,P37231,pIC50,5.62,5.8,=,=,Both,Both,DrugBank,6.44,6.22,37.3,37.3,3.796,3.617,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,[CH2;D2;+0:1]-[CH2;D2;+0:2]>>[CH;D2;+0:1]=[CH;D2;+0:2],DM- set
CCCCCC=CCC=CCC=CCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,DIHOMO-GAMMA-LINOLENIC ACID,ARACHIDONIC ACID,CHEMBL3979,Q03181,pIC50,5.37,5.51,=,=,ChEMBL,ChEMBL,DrugBank,6.44,6.22,37.3,37.3,3.796,3.617,transcription factor  nuclear receptor  nr1  nr1c  nr1c2,[CH2;D2;+0:1]-[CH2;D2;+0:2]>>[CH;D2;+0:1]=[CH;D2;+0:2],DM- set
CCCCCC=CCC=CCC=CCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,DIHOMO-GAMMA-LINOLENIC ACID,ARACHIDONIC ACID,CHEMBL239,Q07869,pIC50,5.85,5.92,=,=,ChEMBL,ChEMBL,DrugBank,6.44,6.22,37.3,37.3,3.796,3.617,transcription factor  nuclear receptor  nr1  nr1c  nr1c1,[CH2;D2;+0:1]-[CH2;D2;+0:2]>>[CH;D2;+0:1]=[CH;D2;+0:2],DM- set
CC(Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cc(C(C)O)[nH]n1,CC(=O)c1cc(C(=O)NC(C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,DAROLUTAMIDE,N/A,CHEMBL1871,P10275,pIC50,7.39,6.79,=,=,Both,ChEMBL,DrugBank,2.67,2.82,119.62,116.46,2.55,3.011,transcription factor  nuclear receptor  nr3  nr3c  nr3c4,[CH;D3;+0:1]-[OH;D1;+0:2]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2],DM- set
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,ESTRADIOL BENZOATE,ESTRADIOL,CHEMBL3305,P04278,pKd,5.94,8.83,=,=,ChEMBL,Both,DrugBank,5.12,3.61,46.53,40.46,4.291,3.429,secreted,O=C(-[O;H0;D2;+0:1])-c1:c:c:c:c:c:1>>[OH;D1;+0:1],DM+ set
CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,LINOLEIC ACID,ARACHIDONIC ACID,CHEMBL235,P37231,pIC50,5.21,5.8,=,=,Both,Both,DrugBank,5.88,6.22,37.3,37.3,3.632,3.617,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]>>[CH2;D2;+0:1].[CH2;D2;+0:2]-[CH;D2;+0:3]=[CH;D2;+0:4],DM- set
CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,LINOLEIC ACID,ARACHIDONIC ACID,CHEMBL4681,P42330,pIC50,6.16,6.12,=,=,Both,Both,DrugBank,5.88,6.22,37.3,37.3,3.632,3.617,enzyme  reductase,[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]>>[CH2;D2;+0:1].[CH2;D2;+0:2]-[CH;D2;+0:3]=[CH;D2;+0:4],DM- set
CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,LINOLEIC ACID,ARACHIDONIC ACID,CHEMBL3979,Q03181,pIC50,5.0,5.51,=,=,ChEMBL,ChEMBL,DrugBank,5.88,6.22,37.3,37.3,3.632,3.617,transcription factor  nuclear receptor  nr1  nr1c  nr1c2,[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]>>[CH2;D2;+0:1].[CH2;D2;+0:2]-[CH;D2;+0:3]=[CH;D2;+0:4],DM- set
CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,LINOLEIC ACID,ARACHIDONIC ACID,CHEMBL239,Q07869,pIC50,5.96,5.92,=,=,ChEMBL,ChEMBL,DrugBank,5.88,6.22,37.3,37.3,3.632,3.617,transcription factor  nuclear receptor  nr1  nr1c  nr1c1,[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]>>[CH2;D2;+0:1].[CH2;D2;+0:2]-[CH;D2;+0:3]=[CH;D2;+0:4],DM- set
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O,RATHYRONINE,N/A,CHEMBL2346488,P12004,pIC50,5.44,5.2,=,=,Both,Both,DrugBank,3.95,3.35,92.78,92.78,1.571,1.495,nuclear other,I-[c;H0;D3;+0:1]>>[cH;D2;+0:1],DM- set
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,MORPHINE,NORMORPHINE,CHEMBL233,P35372,pKi,8.75,8.77,=,=,Both,BindingDB,DrugBank,1.2,0.86,52.93,61.72,0.915,0.492,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,MORPHINE,NORMORPHINE,CHEMBL237,P41145,pKi,7.08,7.79,=,=,Both,BindingDB,DrugBank,1.2,0.86,52.93,61.72,0.915,0.492,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,RATHYRONINE,REVERSETRIIODOTHYRONINE,CHEMBL235,P37231,pKd,6.15,6.2,=,=,Both,Both,DrugBank,3.95,3.95,92.78,92.78,1.571,1.688,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,[O;H0;D2;+0:1]-[c;H0;D3;+0:2](:[cH;D2;+0:3]:[cH;D2;+0:4]):[cH;D2;+0:5]:[c;H0;D3;+0:6].[OH;D1;+0:7].[c;H0;D3;+0:8]:[cH;D2;+0:9].[c;H0;D3;+0:10]:[cH;D2;+0:11]>>[O;H0;D2;+0:7]-[c;H0;D3;+0:2](:[cH;D2;+0:3]:[c;H0;D3;+0:8]):[cH;D2;+0:5]:[c;H0;D3;+0:10].[OH;D1;+0:1].[c;H0;D3;+0:6]:[cH;D2;+0:11].[cH;D2;+0:9]:[cH;D2;+0:4],DM- set
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12,TESTOSTERONE,N/A,CHEMBL3305,P04278,pKd,9.2,7.92,=,=,Both,Both,Both,3.88,2.85,37.3,57.53,3.211,2.664,secreted,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,TESTOSTERONE,STANOLONE,CHEMBL3305,P04278,pIC50,7.85,8.42,=,=,Both,Both,DrugBank,3.88,3.96,37.3,37.3,3.211,3.718,secreted,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>[CH2;D2;+0:2]-[CH;D3;+0:1],DM+ set
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,TESTOSTERONE,STANOLONE,CHEMBL1871,P10275,pKi,8.02,9.1,=,=,BindingDB,Both,DrugBank,3.88,3.96,37.3,37.3,3.211,3.718,transcription factor  nuclear receptor  nr3  nr3c  nr3c4,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>[CH2;D2;+0:2]-[CH;D3;+0:1],DM+ set
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,TESTOSTERONE,STANOLONE,CHEMBL1978,P11511,pKi,6.22,6.23,=,=,Both,Both,DrugBank,3.88,3.96,37.3,37.3,3.211,3.718,enzyme  cytochrome p450  cyp_19  cyp_19a  cyp_19a1,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>[CH2;D2;+0:2]-[CH;D3;+0:1],DM- set
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,ANDROSTENEDIONE,N/A,CHEMBL1978,P11511,pIC50,6.35,6.05,=,=,Both,ChEMBL,DrugBank,4.09,4.17,34.14,34.14,2.947,3.43,enzyme  cytochrome p450  cyp_19  cyp_19a  cyp_19a1,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>[CH2;D2;+0:2]-[CH;D3;+0:1],DM- set
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,HYDROMORPHONE,DIHYDROMORPHINE,CHEMBL233,P35372,pKi,9.55,8.77,=,=,BindingDB,BindingDB,DrugBank,1.63,1.42,49.77,52.93,1.273,1.177,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[C;H0;D3;+0:1]=[O;H0;D1;+0:2]>>[CH;D3;+0:1]-[OH;D1;+0:2],DM- set
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,HYDROMORPHONE,DIHYDROMORPHINE,CHEMBL236,P41143,pKi,7.42,6.69,=,=,BindingDB,BindingDB,DrugBank,1.63,1.42,49.77,52.93,1.273,1.177,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[C;H0;D3;+0:1]=[O;H0;D1;+0:2]>>[CH;D3;+0:1]-[OH;D1;+0:2],DM- set
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,HYDROMORPHONE,DIHYDROMORPHINE,CHEMBL237,P41145,pKi,8.55,7.08,=,=,BindingDB,BindingDB,DrugBank,1.63,1.42,49.77,52.93,1.273,1.177,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[C;H0;D3;+0:1]=[O;H0;D1;+0:2]>>[CH;D3;+0:1]-[OH;D1;+0:2],DM- set
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,CC(=CCc1c(O)c(C)c2c(c1O)C(=O)OC2)CCC(=O)O,MYCOPHENOLIC ACID,N/A,CHEMBL2002,P12268,pIC50,7.46,6.87,=,=,Both,Both,Both,2.73,2.43,93.06,104.06,2.335,2.186,enzyme  reductase,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,CC(=CCc1c(O)c(C)c2c(c1O)C(=O)OC2)CCC(=O)O,MYCOPHENOLIC ACID,N/A,CHEMBL1822,P20839,pIC50,7.46,6.82,=,=,Both,Both,Both,2.73,2.43,93.06,104.06,2.335,2.186,enzyme  reductase,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
Nc1ccc(C(=O)O)cc1,CC(=O)Nc1ccc(C(=O)O)cc1,AMINOBENZOIC ACID,ACEDOBEN,CHEMBL261,P00915,pKi,5.08,5.39,=,=,Both,Both,DrugBank,0.97,1.34,63.32,66.4,1.003,1.331,enzyme  lyase,[NH2;D1;+0:1]-[c;H0;D3;+0:2]:[cH;D2;+0:3]:[cH;D2;+0:4]:[c;H0;D3;+0:5]-[C;H0;D3;+0:6]-[OH;D1;+0:7]>>[C;H0;D3;+0:6]-[c;H0;D3;+0:5].[CH3;D1;+0:4]-[C;H0;D3;+0:3](=[O;H0;D1;+0:7])-[NH;D2;+0:1]-[c;H0;D3;+0:2],DM- set
Nc1ccc(C(=O)O)cc1,CC(=O)Nc1ccc(C(=O)O)cc1,AMINOBENZOIC ACID,ACEDOBEN,CHEMBL205,P00918,pKi,5.09,5.14,=,=,Both,Both,DrugBank,0.97,1.34,63.32,66.4,1.003,1.331,enzyme  lyase,[NH2;D1;+0:1]-[c;H0;D3;+0:2]:[cH;D2;+0:3]:[cH;D2;+0:4]:[c;H0;D3;+0:5]-[C;H0;D3;+0:6]-[OH;D1;+0:7]>>[C;H0;D3;+0:6]-[c;H0;D3;+0:5].[CH3;D1;+0:4]-[C;H0;D3;+0:3](=[O;H0;D1;+0:7])-[NH;D2;+0:1]-[c;H0;D3;+0:2],DM- set
CC(N)Cc1ccccc1,CC(N)C(O)c1ccccc1,AMPHETAMINE,CATHINE,CHEMBL222,P23975,pKi,8.15,7.4,=,=,BindingDB,BindingDB,DrugBank,1.58,1.07,26.02,46.25,1.554,0.647,transporter  electrochemical  slc  slc06,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,CC12CCC3C(CC(O)C4=CC(=O)CCC43C)C1CCC2=O,ANDROSTENEDIONE,N/A,CHEMBL1978,P11511,pIC50,6.35,6.07,=,=,Both,Both,Both,4.09,3.06,34.14,54.37,2.947,2.435,enzyme  cytochrome p450  cyp_19  cyp_19a  cyp_19a1,[C;H0;D3;+0:1]=[O;H0;D1;+0:2].[CH2;D2;+0:3]>>[C;H0;D3;+0:1].[CH;D3;+0:3]-[OH;D1;+0:2],DM- set
CCC=CCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,LINOLENIC ACID,ICOSAPENT,CHEMBL235,P37231,pIC50,5.22,5.8,=,=,Both,Both,DrugBank,5.66,5.99,37.3,37.3,3.442,3.426,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]>>[CH;D2;+0:1].[CH;D2;+0:2]=[CH;D2;+0:3],DM- set
CCC=CCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,LINOLENIC ACID,ICOSAPENT,CHEMBL239,Q07869,pIC50,5.92,5.96,=,=,ChEMBL,ChEMBL,DrugBank,5.66,5.99,37.3,37.3,3.442,3.426,transcription factor  nuclear receptor  nr1  nr1c  nr1c1,[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]>>[CH;D2;+0:1].[CH;D2;+0:2]=[CH;D2;+0:3],DM- set
COC(=O)C(c1ccccc1)C1CCCCN1,CCOC(=O)C(c1ccccc1)C1CCCCN1,METHYLPHENIDATE,N/A,CHEMBL222,P23975,pIC50,6.87,6.32,=,=,BindingDB,BindingDB,DrugBank,2.09,2.48,38.33,38.33,0.924,1.66,transporter  electrochemical  slc  slc06,[CH3;D1;+0:1].[c;H0;D3;+0:2]:[cH;D2;+0:3]:[cH;D2;+0:4]>>[CH2;D2;+0:1]-[CH3;D1;+0:3].[c;H0;D3;+0:2].[cH;D2;+0:4],DM- set
COC(=O)C(c1ccccc1)C1CCCCN1,CCOC(=O)C(c1ccccc1)C1CCCCN1,METHYLPHENIDATE,N/A,CHEMBL238,Q01959,pIC50,7.04,6.76,=,=,BindingDB,BindingDB,DrugBank,2.09,2.48,38.33,38.33,0.924,1.66,transporter  electrochemical  slc  slc06,[CH3;D1;+0:1].[c;H0;D3;+0:2]:[cH;D2;+0:3]:[cH;D2;+0:4]>>[CH2;D2;+0:1]-[CH3;D1;+0:3].[c;H0;D3;+0:2].[cH;D2;+0:4],DM- set
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,RETINOL,RETINAL,CHEMBL2487,P05067,pIC50,6.74,6.74,=,=,Both,Both,Both,5.51,5.72,20.23,17.07,4.173,4.223,membrane receptor,[CH2;D2;+0:1]-[OH;D1;+0:2]>>[CH;D2;+0:1]=[O;H0;D1;+0:2],DM- set
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,RETINOL,RETINAL,CHEMBL6152,P37840,pIC50,6.72,6.72,=,=,ChEMBL,ChEMBL,Both,5.51,5.72,20.23,17.07,4.173,4.223,unclassified,[CH2;D2;+0:1]-[OH;D1;+0:2]>>[CH;D2;+0:1]=[O;H0;D1;+0:2],DM- set
CN1CCCC1c1cccnc1,c1cncc(C2CCCN2)c1,NICOTINE,NORNICOTINE,CHEMBL2492,P36544,pKi,5.67,6.14,=,=,Both,BindingDB,Both,1.85,1.51,16.13,24.92,0.612,0.212,ion channel  lgic  ach  chrn alpha,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CITALOPRAM,DESMETHYLCITALOPRAM,CHEMBL228,P31645,pKi,8.48,8.44,=,=,Both,BindingDB,Both,3.81,3.47,36.26,45.05,3.15,2.515,transporter  electrochemical  slc  slc06,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,OLANZAPINE,DESMETHYLOLANZAPINE,CHEMBL217,P14416,pKi,7.72,7.77,=,=,Both,BindingDB,Both,3.44,3.1,30.87,39.66,3.004,2.555,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,OLANZAPINE,DESMETHYLOLANZAPINE,CHEMBL231,P35367,pKi,8.48,7.66,=,=,Both,BindingDB,Both,3.44,3.1,30.87,39.66,3.004,2.555,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,OLANZAPINE,N/A,CHEMBL217,P14416,pKi,7.72,7.66,=,=,Both,BindingDB,Both,3.44,2.62,30.87,51.1,3.004,2.304,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,[CH3;D1;+0:1]>>[CH2;D2;+0:1],DM+ set
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,OLANZAPINE,N/A,CHEMBL231,P35367,pKi,8.48,8.22,=,=,Both,BindingDB,Both,3.44,2.62,30.87,51.1,3.004,2.304,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,[CH3;D1;+0:1]>>[CH2;D2;+0:1],DM+ set
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,CLOZAPINE,N-DESMETHYLCLOZAPINE,CHEMBL2035,P08912,pKi,7.0,7.29,=,=,ChEMBL,BindingDB,Both,3.72,3.38,30.87,39.66,3.286,2.755,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,CLOZAPINE,N-DESMETHYLCLOZAPINE,CHEMBL217,P14416,pKi,6.98,6.31,=,=,Both,BindingDB,Both,3.72,3.38,30.87,39.66,3.286,2.755,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,CLOZAPINE,N-DESMETHYLCLOZAPINE,CHEMBL245,P20309,pKi,7.0,7.05,=,=,ChEMBL,BindingDB,Both,3.72,3.38,30.87,39.66,3.286,2.755,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,CLOZAPINE,N-DESMETHYLCLOZAPINE,CHEMBL240,Q12809,pIC50,6.07,5.35,=,=,Both,Both,Both,3.72,3.38,30.87,39.66,3.286,2.755,ion channel  vgc  k  vg k,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,PROGESTERONE,DESOXYCORTICOSTERONE,CHEMBL3305,P04278,pKd,6.94,7.38,=,=,Both,Both,Both,4.72,3.7,34.14,54.37,3.458,2.917,secreted,[CH3;D1;+0:1]>>[CH2;D2;+0:1],DM+ set
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,LORATADINE,DESLORATADINE,CHEMBL231,P35367,pKi,6.77,8.87,=,=,BindingDB,Both,Both,4.89,4.02,42.43,24.92,3.611,2.948,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,C-C-O-C(=O)-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
